Kc_s,Kc_s2,mu_max,mu_max2,Yxs,Yxs2,Yxp,Yxco2,sample_volume,timestamp,m_Glucose,m_Biomass,m_Product,m_CO2,v_Volume,v_Feed_accum1,v_Feed_accum2,m_Glutamate,c_Glucose,c_Biomass,c_Product,c_CO2,c_Feed,c_Glutamate,c_Glucose_feed1,c_Glutamate_feed1,c_Glutamate_feed2,mu_true
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,0.8008008008008007,49907.01705016083,550.2610539671189,41.2899708426785,2.271464520982849,1000.0,0.0,0.0,998.9947789206575,49.90701705016083,0.5502610539671189,0.0412899708426785,0.002271464520982849,0.0,0.9989947789206575,100,1,10,0.11958024728565209
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,0.8808808808808809,49897.222288561556,555.555519696456,45.639428689999136,2.510739070808576,1000.0,0.0,0.0,998.8888896060708,49.89722228856156,0.555555519696456,0.04563942868999914,0.002510739070808576,0.0,0.9988888896060708,100,1,10,0.11957383592068405
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,0.960960960960961,49887.333820867716,560.9006373688022,50.03049762751573,2.752302750733708,1000.0,0.0,0.0,998.7819872526238,49.88733382086772,0.5609006373688022,0.05003049762751573,0.0027523027507337077,0.0,0.9987819872526238,100,1,10,0.11956736251655051
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.0410410410410411,49877.35076091614,566.2968859912745,54.46357116448309,2.9961772086861242,1000.0,0.0,0.0,998.6740622801744,49.87735076091614,0.5662968859912745,0.05446357116448309,0.0029961772086861244,0.0,0.9986740622801744,100,1,10,0.1195608264728651
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.1211211211211212,49867.27221416527,571.7447490998544,58.939046530664754,3.2423842972681927,1000.0,0.0,0.0,998.5651050180028,49.86727221416527,0.5717447490998544,0.05893904653066476,0.0032423842972681928,0.0,0.9985651050180028,100,1,10,0.11955422718330036
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.2012012012012012,49857.09727769513,577.244714759388,63.4573246763328,3.490946073756757,1000.0,0.0,0.0,998.4551057048121,49.85709727769513,0.577244714759388,0.0634573246763328,0.0034909460737567568,0.0,0.9984551057048121,100,1,10,0.11954756403557827
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.2812812812812813,49846.82504020736,582.7972755635863,68.01881027226821,3.7418848001031533,1000.0,0.0,0.0,998.3440544887281,49.846825040207364,0.5827972755635863,0.06801881027226821,0.0037418848001031534,0.0,0.9983440544887281,100,1,10,0.11954083641146072
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.3613613613613615,49836.4545820252,588.4029286350245,72.62391170976052,3.9952229429331987,1000.0,0.0,0.0,998.2319414272994,49.836454582025205,0.5884029286350245,0.07262391170976051,0.003995222942933199,0.0,0.9982319414272994,100,1,10,0.1195340436867398
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.4414414414414414,49825.98497509348,594.062175625143,77.27304110060817,4.250983173547206,1000.0,0.0,0.0,998.1187564874971,49.82598497509348,0.5940621756251431,0.07727304110060816,0.004250983173547206,0.0,0.998118756487497,100,1,10,0.11952718523122771
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.5215215215215216,49815.41528297864,599.7755227142466,81.96661427711807,4.509188367919956,1000.0,0.0,0.0,998.0044895457149,49.81541528297864,0.5997755227142466,0.08196661427711807,0.004509188367919956,0.0,0.998004489545715,100,1,10,0.11952026040874696
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.6016016016016015,49804.74456086871,605.5434806115039,86.7050507921056,4.769861606700706,1000.0,0.0,0.0,997.8891303877698,49.80474456086871,0.6055434806115039,0.0867050507921056,0.004769861606700706,0.0,0.9978891303877698,100,1,10,0.11951326857711993
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.6816816816816818,49793.97185557334,611.3665645549503,91.48877391889602,5.033026175213265,1000.0,0.0,0.0,997.7726687089009,49.79397185557334,0.6113665645549503,0.09148877391889601,0.005033026175213264,0.0,0.9977726687089009,100,1,10,0.11950620908815851
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.7617617617617618,49783.096205523754,617.2452943114827,96.31821065132125,5.298705563455809,1000.0,0.0,0.0,997.6550941137702,49.783096205523755,0.6172452943114827,0.09631821065132125,0.005298705563455809,0.0,0.9976550941137703,100,1,10,0.1194990812876537
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.841841841841842,49772.11664020735,623.1801944825099,101.19379195481392,5.566923479914199,1000.0,0.0,0.0,997.5363961103496,49.77211664020735,0.6231801944825099,0.10119379195481391,0.005566923479914199,0.0,0.9975363961103496,100,1,10,0.11949188451499389
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,1.921921921921922,49761.032172466024,629.1717986670116,106.11595618640351,5.837704039704522,1000.0,0.0,0.0,997.4165640266597,49.761032172466024,0.6291717986670116,0.10611595618640352,0.005837704039704522,0.0,0.9974165640266597,100,1,10,0.11948461809810501
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.002002002002002,49749.84181414711,635.2206410015606,111.08514214475767,6.11107138223848,1000.0,0.0,0.0,997.2955871799687,49.74984181414711,0.6352206410015606,0.11108514214475766,0.00611107138223848,0.0,0.9972955871799687,100,1,10,0.1194772813636976
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.0820820820820822,49738.544570884056,641.3272589815881,116.10179138788072,6.387049798725787,1000.0,0.0,0.0,997.1734548203681,49.73854457088406,0.6413272589815882,0.11610179138788072,0.0063870497987257874,0.0,0.9971734548203681,100,1,10,0.11946987363383614
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.1621621621621623,49727.13943828907,647.4921955194166,121.16634992380848,6.665663825183513,1000.0,0.0,0.0,997.0501560896115,49.72713943828907,0.6474921955194165,0.12116634992380848,0.006665663825183513,0.0,0.9970501560896115,100,1,10,0.11946239422343137
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.2422422422422423,49715.62540195312,653.7159989442589,126.27926821060807,6.946938242436074,1000.0,0.0,0.0,996.9256800211147,49.71562540195312,0.6537159989442589,0.12627926821060806,0.006946938242436074,0.0,0.9969256800211147,100,1,10,0.11945484244022803
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.3223223223223224,49704.00143744589,659.9992230022192,131.44100115637795,7.230898076115241,1000.0,0.0,0.0,996.8000155399556,49.70400143744589,0.6599992230022192,0.13144100115637794,0.007230898076115241,0.0,0.9968000155399556,100,1,10,0.11944721758479232
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.4024024024024024,49692.26651031586,666.3424268562924,136.65200811924817,7.517568596660138,1000.0,0.0,0.0,996.673151462874,49.69226651031586,0.6663424268562924,0.13665200811924816,0.007517568596660138,0.0,0.9966731514628739,100,1,10,0.11943951895049923
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.4824824824824825,49680.41957609022,672.7461750863644,141.91275290737988,7.8069753193172335,1000.0,0.0,0.0,996.5450764982726,49.68041957609022,0.6727461750863644,0.14191275290737987,0.007806975319317234,0.0,0.9965450764982726,100,1,10,0.11943174582351958
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.5625625625625625,49668.45958027495,679.2110376892118,147.22370377896573,8.099144004140353,1000.0,0.0,0.0,996.4157792462156,49.668459580274956,0.6792110376892119,0.14722370377896574,0.008099144004140352,0.0,0.9964157792462156,100,1,10,0.11942389748280687
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.6426426426426426,49656.385458354765,685.7375900785023,152.58533344222974,8.394100655990664,1000.0,0.0,0.0,996.2852481984298,49.65638545835476,0.6857375900785023,0.15258533344222974,0.008394100655990664,0.0,0.9962852481984298,100,1,10,0.11941597320008392
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.722722722722723,49644.19613579313,692.3264130847945,157.99811905542742,8.691871524536701,1000.0,0.0,0.0,996.153471738304,49.64419613579313,0.6923264130847945,0.15799811905542743,0.0086918715245367,0.0,0.996153471738304,100,1,10,0.1194079722398293
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.8028028028028027,49631.89052803225,698.9780929555374,163.4625422268452,8.992483104254319,1000.0,0.0,0.0,996.0204381408892,49.63189052803225,0.6989780929555374,0.1634625422268452,0.00899248310425432,0.0,0.9960204381408891,100,1,10,0.11939989385926347
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.8828828828828827,49619.46754049311,705.6932213550714,168.9790890148014,9.29596213442676,1000.0,0.0,0.0,995.8861355728984,49.61946754049311,0.7056932213550714,0.16897908901480138,0.009295962134426761,0.0,0.9958861355728984,100,1,10,0.11939173730833488
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,2.962962962962963,49606.926068575434,712.4723953646281,174.54824992764586,9.602335599144617,1000.0,0.0,0.0,995.7505520927073,49.60692606857543,0.7124723953646281,0.17454824992764587,0.009602335599144616,0.0,0.9957505520927072,100,1,10,0.11938350182970552
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.0430430430430433,49594.26499765769,719.3162174823295,180.17051992375923,9.911630727305804,1000.0,0.0,0.0,995.6136756503533,49.59426499765769,0.7193162174823295,0.18017051992375924,0.009911630727305804,0.0,0.9956136756503533,100,1,10,0.11937518665873662
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.1231231231231233,49581.4832030971,726.225295623188,185.84639841155345,10.223874992615581,1000.0,0.0,0.0,995.4754940875362,49.5814832030971,0.726225295623188,0.18584639841155345,0.01022387499261558,0.0,0.9954754940875362,100,1,10,0.1193667910234737
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.203203203203203,49568.579550229646,733.2002431191084,191.57638924947287,10.539096113586623,1000.0,0.0,0.0,995.3359951376177,49.56857955022964,0.7332002431191085,0.19157638924947287,0.010539096113586624,0.0,0.9953359951376177,100,1,10,0.11935831414463173
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.283283283283283,49555.55289437006,740.2416787188844,197.36100074599167,10.857322053538866,1000.0,0.0,0.0,995.1951664256222,49.55555289437006,0.7402416787188844,0.19736100074599167,0.010857322053538865,0.0,0.9951951664256222,100,1,10,0.11934975523557996
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.3633633633633635,49542.40208081182,747.3502265882024,203.20074565961696,11.178581020599676,1000.0,0.0,0.0,995.0529954682358,49.54240208081182,0.7473502265882024,0.20320074565961696,0.011178581020599676,0.0,0.9950529954682359,100,1,10,0.11934111350232629
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.4434434434434436,49529.12594482717,754.5265163096392,209.09614119888644,11.502901467703737,1000.0,0.0,0.0,994.909469673807,49.529125944827165,0.7545265163096392,0.20909614119888645,0.011502901467703736,0.0,0.994909469673807,100,1,10,0.11933238814350165
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.5235235235235236,49515.723311667076,761.771182882661,215.04770902236848,11.83031209259304,1000.0,0.0,0.0,994.7645763423467,49.515723311667074,0.761771182882661,0.21504770902236847,0.01183031209259304,0.0,0.9947645763423467,100,1,10,0.11932357835034402
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.603603603603603,49502.19299656129,769.0848667236271,221.05597523866422,12.160841837817012,1000.0,0.0,0.0,994.6183026655274,49.502192996561284,0.7690848667236271,0.22105597523866422,0.012160841837817012,0.0,0.9946183026655274,100,1,10,0.11931468330668221
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.683683683683684,49488.53380471829,776.4682136657866,227.12147040640556,12.494519890732379,1000.0,0.0,0.0,994.4706357266841,49.48853380471829,0.7764682136657866,0.22712147040640557,0.01249451989073238,0.0,0.9944706357266841,100,1,10,0.11930570218891925
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.7637637637637638,49474.74453132533,783.9218749592807,233.2447295342565,12.83137568350328,1000.0,0.0,0.0,994.3215625008143,49.47474453132533,0.7839218749592807,0.23324472953425648,0.01283137568350328,0.0,0.9943215625008143,100,1,10,0.11929663416601585
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.843843843843844,49460.82396154839,791.4465072711378,239.42629208090972,13.17143889310104,1000.0,0.0,0.0,994.1710698545771,49.46082396154839,0.7914465072711377,0.2394262920809097,0.01317143889310104,0.0,0.9941710698545771,100,1,10,0.11928747839947308
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,3.923923923923924,49446.770870062246,799.0427729393255,245.66670216379214,13.51473945278561,1000.0,0.0,0.0,994.0191445412134,49.446770870062245,0.7990427729393255,0.24566670216379213,0.01351473945278561,0.0,0.9940191445412134,100,1,10,0.11927823404300622
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.004004004004004,49432.58399765661,806.711352618044,251.96651894730394,13.861308123588552,1000.0,0.0,0.0,993.865772947639,49.432583997656614,0.8067113526180439,0.25196651894730393,0.013861308123588552,0.0,0.993865772947639,100,1,10,0.11926890022713421
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.084084084084084,49418.262087081464,814.4529259019098,258.32630072538586,14.211175618655284,1000.0,0.0,0.0,993.7109414819618,49.418262087081466,0.8144529259019098,0.25832630072538587,0.014211175618655284,0.0,0.9937109414819617,100,1,10,0.11925947608273836
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.1641641641641645,49403.80388313224,822.2681712798662,264.74660488365737,14.564372601162194,1000.0,0.0,0.0,993.5546365744026,49.40380388313224,0.8222681712798663,0.26474660488365737,0.014564372601162194,0.0,0.9935546365744026,100,1,10,0.1192499607411063
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.2442442442442445,49389.20811782435,830.1577741489953,271.2279944828442,14.920930046487461,1000.0,0.0,0.0,993.39684451702,49.38920811782435,0.8301577741489953,0.27122799448284424,0.014920930046487462,0.0,0.99339684451702,100,1,10,0.11924035332416057
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.324324324324325,49374.47351039314,838.1224268145176,277.7710382587789,15.28087924221107,1000.0,0.0,0.0,993.2375514637096,49.37447351039314,0.8381224268145175,0.2777710382587789,0.01528087924221107,0.0,0.9932375514637095,100,1,10,0.11923065294443806
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.404404404404405,49359.59876729388,846.1628284897917,284.37631062240024,15.644251788114788,1000.0,0.0,0.0,993.076743430204,49.35959876729388,0.8461628284897916,0.28437631062240026,0.015644251788114787,0.0,0.993076743430204,100,1,10,0.11922085870506981
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.484484484484485,49344.582582201816,854.279685296315,291.0443916597538,16.011079596182203,1000.0,0.0,0.0,992.9144062940736,49.34458258220182,0.854279685296315,0.29104439165975377,0.016011079596182202,0.0,0.9929144062940736,100,1,10,0.11921096969975985
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.564564564564565,49329.42363601211,862.4737102637237,297.77586713199156,16.38139489059868,1000.0,0.0,0.0,992.7505257947255,49.32942363601211,0.8624737102637237,0.29777586713199156,0.016381394890598682,0.0,0.9927505257947254,100,1,10,0.11920098501276413
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.644644644644645,49314.12059683988,870.7456233297914,304.57132847537196,16.755230207751396,1000.0,0.0,0.0,992.5850875334041,49.31412059683988,0.8707456233297914,0.30457132847537194,0.016755230207751395,0.0,0.9925850875334041,100,1,10,0.11919090371886884
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.724724724724725,49298.6721200202,879.0961513404316,311.43137280126035,17.13261839622933,1000.0,0.0,0.0,992.4180769731913,49.2986721200202,0.8790961513404315,0.3114313728012604,0.01713261839622933,0.0,0.9924180769731913,100,1,10,0.11918072488336835
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.804804804804805,49283.07684810806,887.5260280496948,318.3566028961279,17.51359261682323,1000.0,0.0,0.0,992.249479439006,49.28307684810806,0.8875260280496948,0.31835660289612794,0.017513592616823233,0.0,0.992249479439006,100,1,10,0.11917044756204305
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.884884884884885,49267.33341087842,896.0359941197711,325.34762722155307,17.898186342525683,1000.0,0.0,0.0,992.0792801176045,49.26733341087842,0.8960359941197711,0.3253476272215531,0.017898186342525685,0.0,0.9920792801176045,100,1,10,0.11916007080113657
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,4.964964964964965,49251.44042532617,904.6267971209887,332.4050599142206,18.286433358531053,1000.0,0.0,0.0,991.9074640575801,49.251440425326166,0.9046267971209887,0.3324050599142206,0.018286433358531053,0.0,0.9919074640575801,100,1,10,0.11914959363733268
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.045045045045045,49235.396495666144,913.299191531814,339.5295207859214,18.678367762235492,1000.0,0.0,0.0,991.7340161693636,49.235396495666144,0.913299191531814,0.3395295207859214,0.01867836776223549,0.0,0.9917340161693636,100,1,10,0.11913901509773182
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.125125125125125,49219.20021333312,922.0539387388518,346.7216353235532,19.074023963236964,1000.0,0.0,0.0,991.5589212252229,49.21920021333312,0.9220539387388518,0.3467216353235532,0.019074023963236965,0.0,0.9915589212252229,100,1,10,0.11912833419982731
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.205205205205205,49202.85015698183,930.8918070368462,353.98203468912067,19.473436683335247,1000.0,0.0,0.0,991.382163859263,49.20285015698183,0.9308918070368463,0.35398203468912065,0.019473436683335246,0.0,0.9913821638592629,100,1,10,0.11911754995148101
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.285285285285285,49186.34489248694,939.8135716286789,361.3113557197343,19.87664095653188,1000.0,0.0,0.0,991.2037285674263,49.186344892486936,0.939813571628679,0.36131135571973433,0.01987664095653188,0.0,0.9912037285674263,100,1,10,0.11910666135089874
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.365365365365365,49169.68297294306,948.8200146253705,368.7102409276116,20.28367212903023,1000.0,0.0,0.0,991.0235997074925,49.16968297294306,0.9488200146253705,0.3687102409276116,0.02028367212903023,0.0,0.9910235997074925,100,1,10,0.11909566738660525
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.445445445445446,49152.86293866475,957.9119250460799,376.1793385000766,20.694565859235457,1000.0,0.0,0.0,990.8417614990783,49.152862938664754,0.9579119250460799,0.3761793385000766,0.020694565859235455,0.0,0.9908417614990783,100,1,10,0.11908456703741864
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.525525525525525,49135.883317186504,967.0900988181041,383.7193022995592,21.109358117754496,1000.0,0.0,0.0,990.6581980236379,49.135883317186504,0.9670900988181041,0.3837193022995592,0.021109358117754495,0.0,0.9906581980236379,100,1,10,0.11907335927242464
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.605605605605605,49118.74262326277,976.355338776879,391.33079186359635,21.528085187396087,1000.0,0.0,0.0,990.4728932244624,49.11874262326277,0.976355338776879,0.3913307918635964,0.021528085187396087,0.0,0.9904728932244624,100,1,10,0.11906204305095014
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.685685685685685,49101.43935886794,985.7084546659794,399.0144724048321,21.950783663170817,1000.0,0.0,0.0,990.2858309066803,49.101439358867935,0.9857084546659793,0.39901447240483207,0.02195078366317082,0.0,0.9902858309066803,100,1,10,0.11905061732253651
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.7657657657657655,49083.972013196326,995.1502631371181,406.77101481101624,22.377490452291024,1000.0,0.0,0.0,990.0969947372575,49.08397201319632,0.9951502631371182,0.40677101481101624,0.022377490452291024,0.0,0.9900969947372575,100,1,10,0.11903908102691249
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.845845845845846,49066.33906266223,1004.6815877501457,414.60109564500505,22.808242774170832,1000.0,0.0,0.0,989.906368244997,49.06633906266223,1.0046815877501456,0.414601095645005,0.02280824277417083,0.0,0.989906368244997,100,1,10,0.11902743309396654
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,5.925925925925926,49048.53897089985,1014.3032589730531,422.50539714476236,23.24307816042623,1000.0,0.0,0.0,989.7139348205388,49.04853897089985,1.014303258973053,0.4225053971447624,0.023243078160426228,0.0,0.9897139348205388,100,1,10,0.11901567244371872
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,6.006006006006006,49030.570188763355,1024.016114181967,430.48460722335676,23.682034454874906,1000.0,0.0,0.0,989.5196777163605,49.030570188763356,1.024016114181967,0.43048460722335674,0.023682034454874906,0.0,0.9895196777163605,100,1,10,0.11900379798629217
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,6.086086086086087,49012.43115432686,1033.8209976611545,438.5394194689647,24.125149813536414,1000.0,0.0,0.0,989.3235800467768,49.01243115432686,1.0338209976611545,0.4385394194689647,0.024125149813536414,0.0,0.9893235800467768,100,1,10,0.1189918086218842
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,6.166166166166166,48994.12029288441,1043.7187606030236,446.67053314487134,24.572462704632223,1000.0,0.0,0.0,989.1256247879395,48.9941202928844,1.0437187606030236,0.4466705331448713,0.024572462704632224,0.0,0.9891256247879395,100,1,10,0.11897970324073684
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,6.246246246246247,48975.63601694999,1053.7102611081107,454.8786531894599,25.024011908585155,1000.0,0.0,0.0,988.9257947778377,48.97563601694999,1.0537102611081106,0.4548786531894599,0.025024011908585154,0.0,0.9889257947778377,100,1,10,0.11896748072310677
0.15,1.0,0.3,0.8,1.85,0.02,0.8215102466751038,0.04519333244521413,NaN,6.326326326326326,48956.97672625755,1063.7963641851056,463.1644902162325,25.47983651802048,1000.0,0.0,0.0,988.7240727162978,48.95697672625755,1.0637963641851056,0.46316449021623246,0.02547983651802048,0.0,0.9887240727162978,100,1,10,0.11895513993923514
